exercise_name,group,current_involvement,reviewed_involvement,status,reviewer,reviewed_date,changes_made,notes
Plate-Loaded Leverage Chest Press,chest,"pectorals:1.0, triceps:0.7, deltoids:0.4","pectorals:primary, triceps:secondary, deltoids:secondary, serratus:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,added serratus:0.2; added biceps:0.2,"Machine chest-press mapping follows the flat press pattern; machine support lowers trunk demand, but pectorals remain primary with triceps/deltoids as synergists and light serratus/biceps stabilization where the scapula can move."
Machine Chest Fly,chest,"pectorals:1.0, deltoids:0.4","pectorals:primary, deltoids:secondary, biceps:stabilizer, triceps:stabilizer",done,Codex,2026-07-19,added biceps:0.2; added triceps:0.2,"Chest-fly mapping follows ExRx dumbbell fly: pectorals are primary, anterior deltoid assists, biceps short head contributes to horizontal flexion/control, and triceps/forearms stabilize elbow and grip; machine variants reduce grip demand."
Selectorized Machine Chest Press,chest,"pectorals:1.0, triceps:0.7, deltoids:0.4","pectorals:primary, triceps:secondary, deltoids:secondary, serratus:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,added serratus:0.2; added biceps:0.2,"Machine chest-press mapping follows the flat press pattern; machine support lowers trunk demand, but pectorals remain primary with triceps/deltoids as synergists and light serratus/biceps stabilization where the scapula can move."
No-Leg-Drive Dumbbell Bench Press,chest,"pectorals:1.0, triceps:0.7, deltoids:0.4","pectorals:primary, triceps:secondary, deltoids:secondary, biceps:stabilizer",done,Codex,2026-06-27,added biceps:0.2,"Flat bench/chest-press mapping follows ExRx dumbbell bench and bench-press EMG evidence: pectorals are primary, triceps and anterior deltoids are synergists, and biceps short head contributes as a trace dynamic stabilizer during shoulder/elbow control."
Omni Cable Crossover,chest,"pectorals:1.0, deltoids:0.4","pectorals:primary, deltoids:secondary, biceps:stabilizer, triceps:stabilizer, forearms:stabilizer",done,Codex,2026-06-27,added biceps:0.2; added triceps:0.2; added forearms:0.2,"Chest-fly mapping follows ExRx dumbbell fly: pectorals are primary, anterior deltoid assists, biceps short head contributes to horizontal flexion/control, and triceps/forearms stabilize elbow and grip; machine variants reduce grip demand."
Single-Arm Push-Up,chest,"pectorals:1.0, triceps:1.0, abs:0.7, obliques:0.7, deltoids:0.4","pectorals:primary, triceps:primary, abs:secondary, obliques:secondary, deltoids:secondary, serratus:secondary, quads:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-07-19,added serratus:0.4; added quads:0.2; added lowerBack:0.2; added biceps:0.2,"Rotational/side-to-side push-up mapping uses the reviewed push-up pattern plus anti-rotation demand: abs and obliques rise to major stabilizers while serratus, quads, lowerBack, and biceps support plank control. Single-arm support keeps triceps and pectorals co-primary and raises anti-rotation demand."
Paused Barbell Bench Press,chest,"pectorals:1.0, triceps:0.7, deltoids:0.4","pectorals:primary, triceps:secondary, deltoids:secondary, biceps:stabilizer",done,Codex,2026-06-27,added biceps:0.2,"Flat bench/chest-press mapping follows ExRx dumbbell bench and bench-press EMG evidence: pectorals are primary, triceps and anterior deltoids are synergists, and biceps short head contributes as a trace dynamic stabilizer during shoulder/elbow control."
Pin Barbell Bench Press,chest,"pectorals:1.0, triceps:0.7, deltoids:0.4","pectorals:primary, triceps:secondary, deltoids:secondary, biceps:stabilizer",done,Codex,2026-06-27,added biceps:0.2,"Flat bench/chest-press mapping follows ExRx dumbbell bench and bench-press EMG evidence: pectorals are primary, triceps and anterior deltoids are synergists, and biceps short head contributes as a trace dynamic stabilizer during shoulder/elbow control."
Push-Up,chest,"pectorals:1.0, triceps:0.7, deltoids:0.4, abs:0.4","pectorals:primary, triceps:secondary, deltoids:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, quads:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,added serratus:0.4; added obliques:0.2; added quads:0.2; added lowerBack:0.2; added biceps:0.2,"Push-up mapping follows ExRx push-up: pectorals are primary, triceps and anterior deltoids assist, serratus anterior plus abs/obliques/quads stabilize the plank, lowerBack acts as antagonist stabilizer, and biceps is trace dynamic stabilizer."
Push-Up Rotation,chest,"pectorals:1.0, triceps:0.7, deltoids:0.4, obliques:0.4, abs:0.4","pectorals:primary, triceps:secondary, deltoids:secondary, serratus:secondary, abs:secondary, obliques:secondary, quads:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-07-19,reweighted obliques 0.4->0.7; reweighted abs 0.4->0.7; added serratus:0.4; added quads:0.2; added lowerBack:0.2; added biceps:0.2,"Rotational/side-to-side push-up mapping uses the reviewed push-up pattern plus anti-rotation demand: abs and obliques rise to major stabilizers while serratus, quads, lowerBack, and biceps support plank control."
Parallette Push-Up,chest,"pectorals:1.0, triceps:0.7, deltoids:0.4","pectorals:primary, triceps:secondary, deltoids:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, quads:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,added serratus:0.4; added abs:0.4; added obliques:0.2; added quads:0.2; added lowerBack:0.2; added biceps:0.2,"Push-up mapping follows ExRx push-up: pectorals are primary, triceps and anterior deltoids assist, serratus anterior plus abs/obliques/quads stabilize the plank, lowerBack acts as antagonist stabilizer, and biceps is trace dynamic stabilizer."
Reverse-Grip Barbell Bench Press,chest,"pectorals:1.0, triceps:0.7, deltoids:0.4","pectorals:primary, triceps:secondary, deltoids:secondary, biceps:stabilizer",done,Codex,2026-06-27,added biceps:0.2,"Chest-fly mapping follows ExRx dumbbell fly: pectorals are primary, anterior deltoid assists, biceps short head contributes to horizontal flexion/control, and triceps/forearms stabilize elbow and grip; machine variants reduce grip demand. Reverse-grip bench keeps the flat-press pattern with trace biceps dynamic stabilization."
Seated Cable Chest Fly,chest,"pectorals:1.0, deltoids:0.4","pectorals:primary, deltoids:secondary, biceps:stabilizer, triceps:stabilizer, forearms:stabilizer",done,Codex,2026-06-27,added biceps:0.2; added triceps:0.2; added forearms:0.2,"Chest-fly mapping follows ExRx dumbbell fly: pectorals are primary, anterior deltoid assists, biceps short head contributes to horizontal flexion/control, and triceps/forearms stabilize elbow and grip; machine variants reduce grip demand."
Shoulder-Width Three-Point Push-Up,chest,"pectorals:1.0, triceps:0.7, deltoids:0.4","pectorals:primary, triceps:secondary, deltoids:secondary, serratus:secondary, abs:secondary, obliques:secondary, quads:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-07-19,added serratus:0.4; added abs:0.7; added obliques:0.4; added quads:0.2; added lowerBack:0.2; added biceps:0.2,"Three-point push-up mapping follows the reviewed push-up pattern with greater trunk/anti-rotation demand, adding serratus, abs, obliques, plank stabilizers, and trace biceps."
Side-to-Side Push-Up,chest,"pectorals:1.0, triceps:0.7, deltoids:0.4, obliques:0.4","pectorals:primary, triceps:secondary, deltoids:secondary, serratus:secondary, abs:secondary, obliques:secondary, quads:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,reweighted obliques 0.4->0.7; added serratus:0.4; added abs:0.7; added quads:0.2; added lowerBack:0.2; added biceps:0.2,"Rotational/side-to-side push-up mapping uses the reviewed push-up pattern plus anti-rotation demand: abs and obliques rise to major stabilizers while serratus, quads, lowerBack, and biceps support plank control."
Slight-Incline Smith Machine Press,chest,"pectorals:1.0, deltoids:0.7, triceps:0.4","pectorals:primary, deltoids:secondary, triceps:secondary, serratus:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,reweighted triceps 0.4->0.7; added serratus:0.2; added biceps:0.2,"Incline press mapping follows ExRx incline bench and bench-angle EMG evidence: pectorals remain primary, anterior deltoids rise to major, triceps are a meaningful elbow-extension synergist, and serratus/biceps provide trace stabilization."
Supine Medicine Ball Chest Pass,chest,"pectorals:1.0, triceps:0.7, deltoids:0.7, serratus:0.4, abs:0.2","pectorals:primary, triceps:secondary, deltoids:secondary, serratus:secondary, abs:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,added biceps:0.2,"Medicine-ball chest pass/punch mapping follows explosive horizontal press mechanics: pectorals are primary, triceps/anterior deltoids are major, serratus is emphasized for protraction, and trunk/forearms stabilize the throw."
Supine Dumbbell Serratus Punch,chest,"traps:1.0, serratus:0.4","serratus:primary, deltoids:stabilizer, triceps:stabilizer",done,Codex,2026-07-19,converted reviewed tiers to roles; applied biomechanics remediation,Supine scapular protraction makes serratus anterior the primary target; deltoids and triceps stabilize the straight arm. Stabilizers receive no hard-set volume credit.
Suspension Chest Fly,chest,"pectorals:1.0, deltoids:0.4, biceps:0.2, serratus:0.2, abs:0.2","pectorals:primary, deltoids:secondary, biceps:secondary, serratus:secondary, abs:secondary, forearms:stabilizer",done,Codex,2026-06-27,reweighted biceps 0.2->0.4; reweighted serratus 0.2->0.4; reweighted abs 0.2->0.4; added forearms:0.2,"Static support/plank mapping combines push-up support and core mechanics: abs are primary, serratus and trunk stabilizers brace, and pectorals/deltoids/triceps support the shoulder girdle. Suspended cross combines chest fly with strong biceps/serratus/core stabilization."
Wall Push-Up,chest,"pectorals:1.0, triceps:0.7, deltoids:0.4","pectorals:primary, triceps:secondary, deltoids:secondary, serratus:secondary, abs:stabilizer, biceps:stabilizer",done,Codex,2026-07-19,added serratus:0.4; added abs:0.2; added biceps:0.2,"Push-up mapping follows ExRx push-up: pectorals are primary, triceps and anterior deltoids assist, serratus anterior plus abs/obliques/quads stabilize the plank, lowerBack acts as antagonist stabilizer, and biceps is trace dynamic stabilizer. Wall angle reduces trunk and lower-body plank demand."
Wide-Grip Push-Up,chest,"pectorals:1.0, triceps:0.7, deltoids:0.4, abs:0.4","pectorals:primary, triceps:secondary, deltoids:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, quads:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,reweighted triceps 0.7->0.4; added serratus:0.4; added obliques:0.2; added quads:0.2; added lowerBack:0.2; added biceps:0.2,"Push-up mapping follows ExRx push-up: pectorals are primary, triceps and anterior deltoids assist, serratus anterior plus abs/obliques/quads stabilize the plank, lowerBack acts as antagonist stabilizer, and biceps is trace dynamic stabilizer. Wide hand placement reduces relative triceps contribution while keeping pectorals primary."
Ab Wheel Rollout,core,"abs:1.0, obliques:0.4, lowerBack:0.4","abs:primary, obliques:secondary, lowerBack:secondary, lats:secondary, serratus:secondary, deltoids:secondary, triceps:stabilizer",done,Codex,2026-06-27,added lats:0.4; added serratus:0.4; added deltoids:0.4; added triceps:0.2,"Rollout mapping treats abs as primary anti-extension muscles, with obliques/lowerBack bracing and lats/serratus/deltoids/triceps stabilizing the shoulder and wheel/bar path."
Abdominal Crunch,core,"abs:1.0, obliques:0.7, hipFlexors:0.4","abs:primary, obliques:secondary",done,Codex,2026-06-27,reweighted obliques 0.7->0.4; removed hipFlexors,Crunch mapping uses abdominal-flexion evidence: rectus abdominis is primary and obliques assist; hip flexors are omitted unless the movement is a sit-up or leg-raise pattern.
Stability Ball Crunch,core,"abs:1.0, obliques:0.4","abs:primary, obliques:secondary",done,Codex,2026-06-27,no mapping change; reviewed and confirmed,Crunch mapping uses abdominal-flexion evidence: rectus abdominis is primary and obliques assist; hip flexors are omitted unless the movement is a sit-up or leg-raise pattern.
Medicine Ball Slam,core,"abs:1.0, obliques:0.7, lats:0.7, deltoids:0.4, glutes:0.4","abs:primary, obliques:secondary, lats:secondary, deltoids:secondary, gluteMax:secondary, triceps:stabilizer, serratus:stabilizer",done,Codex,2026-06-27,added triceps:0.2; added serratus:0.2,"Conditioning-core mapping combines upper-body implement work with trunk bracing: abs/obliques stabilize while shoulders, lats, forearms, and serratus drive the tool or strike."
Banded Pallof Split Jerk,core,"obliques:1.0, abs:0.7, deltoids:0.7, glutes:0.4, quads:0.4, triceps:0.2","obliques:primary, abs:secondary, deltoids:secondary, gluteMed:stabilizer, hipFlexors:stabilizer, lowerBack:stabilizer",done,Codex,2026-06-27,reweighted deltoids 0.7->0.4; reweighted glutes 0.4->0.2; removed quads; removed triceps; added hipFlexors:0.2; added lowerBack:0.2,"Pallof/anti-rotation mapping keeps obliques primary with abs major; shoulders, glutes, hipFlexors, and lowerBack stabilize the cable/band stance."
Banded Rotation,core,"obliques:1.0, abs:0.7, deltoids:0.4, lowerBack:0.2","obliques:primary, abs:secondary, lowerBack:secondary, lats:secondary, serratus:stabilizer, deltoids:stabilizer",done,Codex,2026-06-27,reweighted deltoids 0.4->0.2; reweighted lowerBack 0.2->0.4; added lats:0.4; added serratus:0.2,"Rotation/woodchop/twist mapping keeps obliques primary, abs major, and lowerBack/lats/serratus/deltoids assisting rotation, anti-rotation, and implement control."
Barbell Ab Rollout,core,"abs:1.0, obliques:0.4, lowerBack:0.4","abs:primary, obliques:secondary, lowerBack:secondary, lats:secondary, serratus:secondary, deltoids:secondary, triceps:stabilizer",done,Codex,2026-06-27,added lats:0.4; added serratus:0.4; added deltoids:0.4; added triceps:0.2,"Rollout mapping treats abs as primary anti-extension muscles, with obliques/lowerBack bracing and lats/serratus/deltoids/triceps stabilizing the shoulder and wheel/bar path."
Alternating Battle Rope Wave,core,"deltoids:1.0, abs:1.0, forearms:0.7, obliques:0.7, lats:0.4, biceps:0.4, traps:0.4","deltoids:primary, abs:primary, forearms:secondary, obliques:secondary, lats:secondary, biceps:secondary, traps:secondary, serratus:stabilizer, gluteMax:stabilizer",done,Codex,2026-06-27,added serratus:0.2; added glutes:0.2,"Conditioning-core mapping combines upper-body implement work with trunk bracing: abs/obliques stabilize while shoulders, lats, forearms, and serratus drive the tool or strike."
Bear Crawl Pull-Through,core,"abs:1.0, obliques:0.7, deltoids:0.7, glutes:0.4, quads:0.4","abs:primary, obliques:secondary, deltoids:secondary, serratus:secondary, gluteMax:secondary, quads:secondary, triceps:stabilizer",done,Codex,2026-06-27,added serratus:0.4; added triceps:0.2,"Plank mapping follows plank EMG: abs and obliques brace the trunk, lowerBack and glutes co-stabilize pelvis, and deltoids/serratus/triceps/quads support the closed-chain position."
